#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16ahi,2016-03-03 20:35:07,351.81765,41.53017,16.78,,,"CV",2016-03-06 11:21:02,"Outburst in known CV CSS090929 J232716+413149"
Gaia16ahh,2016-03-03 14:21:06,11.15418,41.70735,17.67,,,"Nova",2016-03-05 16:37:43,"Classical nova in M31 (classified in ATEL 8710)"
Gaia16ahg,2016-03-03 17:28:51,193.73930,-41.67754,18.03,,,"unknown",2016-03-05 16:35:20,"SN candidate offset from galaxy 2MASX J12545719-4140524"
Gaia16ahf,2016-03-03 20:13:16,22.70910,41.15131,17.88,,,"unknown",2016-03-05 16:33:56,"SN candidate offset from galaxy GALEXASC J013049.96+410858.5"
Gaia16ahe,2016-03-02 18:58:47,211.61793,-35.98273,17.72,,,"unknown",2016-03-04 11:36:01,"SN candidate offset from faint host in DSS"
Gaia16ahd,2016-03-02 13:47:07,152.63441,-37.20888,17.46,,,"unknown",2016-03-04 11:04:57,"CV candidate, GALEXASC J101032.28-371231.5, CRTS and Gaia show previous outbursts"
Gaia16ahc,2016-03-02 19:06:04,203.47036,-37.86125,17.90,,,"unknown",2016-03-04 11:03:33,"SN candidate on top of faint host in DSS"
Gaia16ahb,2016-03-01 20:20:54,8.26649,38.01813,16.31,,,"unknown",2016-03-03 12:32:29,"2 mag outburst in GALEX/X-ray source. Previous outbursts seen in CRTS"
Gaia16aha,2016-03-01 11:00:10,220.48838,-27.46640,18.68,,,"unknown",2016-03-03 12:26:51,"SN candidate at 1.2 arcsec from core of galaxy 2MASX J14415725-2727594. GSTEC predicts SN II-P"
Gaia16agz,2016-03-01 18:26:04,123.38046,-26.70751,17.37,,,"unknown",2016-03-03 12:22:54,"Hostless transient, CV candidate"
Gaia16agy,2016-03-01 14:08:07,24.00260,34.18452,15.68,,,"unknown",2016-03-03 12:00:19,"Candidate SN in starforming galaxy KUG 0133+339. GSTEC predicts SN Ia pre-peak at z=0.015."
Gaia16agx,2016-03-01 16:56:01,309.20335,29.52422,17.51,,,"unknown",2016-03-03 11:54:34,"Hostless transient, candidate CV/SN"
Gaia16agw,2016-02-29 07:04:42,200.37426,-31.68602,18.81,,,"unknown",2016-03-02 19:16:06,">2 mag decline in blazar candidate, strongly variable in CRTS, ASAS"
Gaia16agv,2016-02-29 13:04:14,83.69805,-5.96583,14.32,,,"YSO",2016-03-02 14:31:05,"> 1 mag decline in YSO YY Ori (Herbig Ae/Be star)"
Gaia16agu,2016-02-29 13:02:36,85.10685,-7.09369,16.50,,,"YSO",2016-03-02 14:29:55,"1 mag decline in YSO V898 Ori"
Gaia16agt,2016-02-29 09:59:00,264.79769,7.43647,18.99,,,"unknown",2016-03-02 14:28:38,"SN candidate near edge of SDSS galaxy"
Gaia16ags,2016-02-28 07:01:45,81.34138,-10.83757,17.16,,,"unknown",2016-03-01 11:47:42,"high amplitude blue outburst on faint star, candidate CV aka CSS081207:052522-105015"
Gaia16agr,2016-02-29 04:02:24,261.58389,6.27193,18.73,,,"unknown",2016-03-01 10:22:44,"hostless blue transient aka MLS_J172620.1+061617"
Gaia16agq,2016-02-28 23:18:58,198.89084,-31.02776,18.79,,,"unknown",2016-03-01 10:20:49,"hostless blue transient"
Gaia16agp,2016-02-28 19:50:46,38.34029,22.12117,18.09,,,"unknown",2016-03-01 10:15:54,"blue transient offset from edge-on galaxy"
Gaia16ago,2016-02-28 01:12:38,189.73145,-31.72440,18.89,,,"unknown",2016-02-29 18:08:35,"Transient on top of GALEXASC J123855.62-314326.2, CV candidate"
Gaia16agn,2016-02-28 00:10:28,136.03110,-35.24112,16.89,,,"unknown",2016-02-29 10:44:07,"Eruptive variability in faint Gaia source"
Gaia16agm,2016-02-27 17:36:06,267.32024,17.07523,18.35,,,"unknown",2016-02-29 10:40:06,"hostless transient"
Gaia16agl,2016-02-27 17:40:51,263.62357,14.57737,17.59,,,"unknown",2016-02-29 10:34:11,"Candidate CV or young SN on faint diffuse DSS source"
Gaia16agk,2016-02-27 13:18:29,182.65431,-33.14050,16.35,,,"unknown",2016-02-29 10:31:40,"blue transient, CV candidate"
Gaia16agj,2016-02-28 01:11:11,72.18101,-4.97882,17.94,,,"SN II-P",2016-02-29 10:20:42,"candidate SN in MCG -01-13-012 at z=0.016 (classified as SN2016aqp SN II-P)"
Gaia16agi,2016-02-26 06:29:26,108.97222,-32.71339,18.31,,,"unknown",2016-02-28 12:18:55,"blue transient on faint red DSS source, CV candidate"
Gaia16agh,2016-02-26 23:55:32,153.64098,-36.82237,16.96,,,"unknown",2016-02-28 12:14:55,"blue transient on very faint smudge in DSS"
Gaia16agg,2016-02-26 11:42:46,258.56403,17.34526,18.28,,,"unknown",2016-02-28 12:07:46,"CV candidate"
Gaia16agf,2016-02-27 06:41:07,98.53741,-25.18462,17.03,,,"SN Ia",2016-02-28 11:52:42,"Candidate SN, GSTEC predicts young SN Ia at -16 days"
Gaia16age,2016-02-25 21:34:19,275.82333,29.37372,18.92,,,"unknown",2016-02-26 23:31:40,"SN candidate at edge of DSS Galaxy"
Gaia16agd,2016-02-25 23:25:33,271.70194,26.99171,18.74,,,"unknown",2016-02-26 23:29:32,"hostless transient"
Gaia16agc,2016-02-25 14:09:06,11.49198,26.02973,17.79,,,"unknown",2016-02-26 23:27:44,"transient on top of faint SDSS source"
Gaia16agb,2016-02-24 21:00:19,311.62060,39.70740,18.64,,,"unknown",2016-02-26 23:24:46,"hostless transient"
Gaia16aga,2016-02-25 06:29:42,220.43711,-5.11840,17.01,,,"unknown",2016-02-26 23:22:53,"blue hostless transient. Seen before in CSS, so candidate CV"
Gaia16afz,2016-02-24 17:18:34,191.13587,-23.95583,15.30,,,"CV",2016-02-26 10:24:29,"5 mag rise in CV LSQ 14vr"
Gaia16afy,2016-02-24 23:21:08,273.39669,31.73822,15.70,,,"BL Lac",2016-02-26 10:22:41,"1 mag rise in BL Lac 7C 181142.79+314318.00"
Gaia16afx,2016-02-24 18:58:10,72.07597,-22.11067,18.46,,,"unknown",2016-02-26 10:21:02,"SN candidate near centre of galaxy 2MASX J04481821-2206384"
Gaia16afw,2016-02-24 05:07:40,199.30501,-17.25181,18.61,,,"SN Ib/c",2016-02-25 10:19:09,"Red transient in the outskirts of starburst galaxy IC 0863 at z~0.008"
Gaia16afv,2016-02-23 00:07:39,131.88200,-43.76474,19.63,,,"YSO",2016-02-24 18:21:00,"long-term >4 mag decline in YSO AKARI-IRC-V1 J0847317-434553"
Gaia16afu,2016-02-23 02:10:52,5.17102,25.22907,19.42,,,"unknown",2016-02-24 18:16:50,"SN candidate, aka ASASSN-15tg"
Gaia16aft,2016-02-22 16:44:28,312.85930,44.08995,14.08,,,"YSO",2016-02-24 18:12:38,"Outburst >6mag of V2492Cyg - known eruptive star"
Gaia16afs,2016-02-23 05:54:56,149.92997,-40.20260,17.95,,,"unknown",2016-02-24 18:06:49,"candidate CV"
Gaia16afr,2016-02-23 11:59:59,143.43959,-41.31236,18.59,,,"unknown",2016-02-24 17:58:03,"Candidate SN, GSTEC predicts SN Ia. PESSTO: probable CV"
Gaia16afq,2016-02-23 06:51:12,73.70416,-30.16862,18.64,,,"SN Ia",2016-02-24 17:55:50,"Candidate SN near 2MASX J04544919-3010118  GSTEC predicts SN Ia"
Gaia16afp,2016-02-23 06:57:56,66.41166,-26.22444,18.38,,,"unknown",2016-02-24 17:41:49,"Blue and hostless transient (candidate CV, but GSTEC predicts SN Ia)"
Gaia16afo,2016-02-23 12:51:35,73.97783,-29.57048,18.81,,,"SN Ic-BL",2016-02-24 17:38:15,"Candidate SN near GALEXASC J045554.68-293413.7 GSTEC predicts SN IIp"
Gaia16afn,2016-02-22 03:31:44,269.31357,42.09429,18.95,,,"unknown",2016-02-23 19:32:30,"SN candidate in edge-on SDSS galaxy"
Gaia16afm,2016-02-22 13:39:49,28.80271,3.20561,18.81,,,"unknown",2016-02-23 19:29:58,"blue transient (possible uncatalogued faint source visible in SDSS image)"
Gaia16afl,2016-02-22 04:14:12,347.77218,34.41968,19.37,,,"unknown",2016-02-23 19:25:51,"significant drop in flux from Flat Spectrum Radio Quasar B2 2308+34"
Gaia16afk,2016-02-22 06:43:45,78.28207,-37.19505,18.63,,,"unknown",2016-02-23 19:22:29,"SN candidate at edge of galaxy GALEXASC J051307.39-371141.0"
Gaia16afj,2016-02-22 00:26:05,101.67222,-45.11793,18.42,,,"SN Ia",2016-02-23 12:45:43,"SN candidate at edge of galaxy"
Gaia16afi,2016-02-21 23:56:35,233.54477,23.49852,18.61,,,"unknown",2016-02-23 12:42:45,"SN candidate close to starforming galaxy"
Gaia16afh,2016-02-21 21:18:47,284.66130,46.03532,17.16,,,"unknown",2016-02-23 10:05:12,"3 mag outburst in CV candidate GALEX J185838.7+460207 (MASTER J185838.73+460207.2)"
Gaia16afg,2016-02-21 21:30:32,270.13989,43.10107,17.86,,,"unknown",2016-02-23 10:03:24,"1 mag increase in faint blue SDSS star"
Gaia16aff,2016-02-21 19:06:45,52.02791,-23.49992,18.62,,,"unknown",2016-02-22 23:00:44,"2 mag rise in GALEXASC J032806.68-232959.0 (PMN J0328-2329, radio source)"
Gaia16afe,2016-02-21 12:31:30,91.78404,-45.18118,18.86,,,"SN I-pec",2016-02-22 22:58:38,"SN candidate offset from galaxy ESO 254- G 019 (z=0.038917) by 18 arcsec"
Gaia16afd,2016-02-21 18:42:11,77.87633,-39.81379,18.87,,,"unknown",2016-02-22 22:55:57,"SN candidate in 2MASXi J0511304-394849"
Gaia16afc,2016-02-19 18:24:25,97.13456,-52.79946,18.74,,,"unknown",2016-02-21 22:49:09,"Candidate SN close to galaxy"
Gaia16afb,2016-02-19 21:30:13,265.00970,50.36138,19.41,,,"unknown",2016-02-21 22:45:55,"Brightening of the core of faint compact SDSS galaxy, amplitude 0.6mag, blue BPRP"
Gaia16afa,2016-02-18 18:05:30,215.60497,24.96387,18.67,,,"unknown",2016-02-21 22:41:47,"candidate SN close to core of galaxy KUG 1420+251"
Gaia16aez,2016-02-19 16:32:26,328.37432,47.30115,19.65,,,"unknown",2016-02-21 14:47:19,"sudden drop in flux in YSO 2MASS J21532984+4718041"
Gaia16aey,2016-02-19 12:47:26,194.06333,-8.40798,18.83,,,"unknown",2016-02-21 14:44:37,"Blue hostless transient (aka PS16agr)"
Gaia16aex,2016-02-19 07:18:26,32.53622,-18.27182,18.78,,,"unknown",2016-02-21 14:41:19,"Outburst in GALEXASC J021008.81-181618.4"
Gaia16aew,2016-02-18 12:20:33,100.07972,-58.08348,18.22,,,"unknown",2016-02-21 14:39:33,"Candidate SN near galaxy (GSTEC predicts SN Ia pre-max)"
Gaia16aev,2016-02-18 07:28:41,22.69757,-10.08674,18.33,,,"unknown",2016-02-21 14:38:10,"Candidate SN near core of galaxy 2MASXi J0130472-100510 (z=0.023)"
Gaia16aeu,2016-02-19 01:03:38,42.40002,-31.22336,17.47,,,"SN Ia",2016-02-21 14:36:22,"Candidate apparently hostless SN (GSTEC predicts SN Ia at +23 days); SN 2016ajm"
Gaia16aet,2016-02-17 12:06:37,127.95874,-59.82156,18.80,,,"unknown",2016-02-19 12:02:10,"significant brightening at centre of galaxy 2MASX J08315009-5949183"
Gaia16aes,2016-02-17 07:11:00,29.79662,-26.50402,18.90,,,"unknown",2016-02-19 12:00:35,"Candidate SN in MRSS 477-027242"
Gaia16aer,2016-02-17 18:52:14,46.59008,-42.55602,16.95,,,"unknown",2016-02-19 11:59:16,"Candidate SN in 2MASX J03062130-4233214 at z~0.031 (GSTEC predicts SN Ia at 1 week before max)"
Gaia16aeq,2016-02-17 06:39:19,58.77238,-53.61520,18.54,,,"unknown",2016-02-19 11:57:37,"Candidate SN in 2MASX J03550553-5336526"
Gaia16aep,2016-02-17 07:32:30,18.29230,-6.71385,18.63,,,"unknown",2016-02-19 11:56:20,"Candidate SN in 2MASX J01131001-0642538 (GSTEC predicts SN Ia near max)"
Gaia16aeo,2016-02-17 15:16:11,282.03406,61.61728,18.89,,,"unknown",2016-02-19 11:54:49,"Candidate SN in faint DSS host (GSTEC predicts SN Ia)"
Gaia16aen,2016-02-17 09:55:21,226.36575,44.95373,18.80,,,"unknown",2016-02-19 11:48:26,"Candidate SN in faint DSS host (GSTEC predicts SN Ia) aka PS16abj, AT2016zm"
Gaia16aem,2016-02-16 13:33:52,16.03682,-5.37436,18.78,,,"unknown",2016-02-18 18:11:27,"Candidate SN near 2MASX J01040842-0522202 "
Gaia16ael,2016-02-17 03:33:38,249.72362,58.59080,16.91,,,"unknown",2016-02-18 18:07:14,"Candidate SN near GALEXASC J163853.92+583526.0"
Gaia16aek,2016-02-16 17:40:26,166.15942,-44.33103,17.81,,,"unknown",2016-02-18 18:04:22,"Candidate SN"
Gaia16aej,2016-02-16 23:38:37,167.74531,-42.39132,17.41,,,"unknown",2016-02-18 18:00:44,""
Gaia16aei,2016-02-16 05:46:15,161.41826,-50.67916,18.27,,,"unknown",2016-02-18 17:57:57,"Candidate CV"
Gaia16aeh,2016-02-16 17:18:50,180.73825,-24.84848,18.58,,,"unknown",2016-02-18 17:55:07,"aka ASASSN-14bp "
Gaia16aeg,2016-02-16 13:05:19,29.74883,-32.37183,18.72,,,"SN IIb",2016-02-18 17:50:28,"SN IIb aka ASASSN-15lv"
Gaia16aef,2016-02-16 07:10:17,25.70742,-27.83437,17.57,,,"unknown",2016-02-18 17:45:25,"Candidate SN, GSTEC predicts SN Ia"
Gaia16aee,2016-02-16 18:44:12,48.82598,-51.04573,18.70,,,"unknown",2016-02-18 15:14:42,"Candidate SN close to 2MASX J03151843-5102389"
Gaia16aed,2016-02-15 11:29:29,175.61124,-36.90644,17.15,,,"SN Ia",2016-02-17 14:21:28,"Candidate SN close to core of galaxy 2MASX J11422674-3654256 aka ASASSN-16bl (SN2016adk)"
Gaia16aec,2016-02-15 11:25:23,178.20389,-33.12425,18.77,,,"SN IIn",2016-02-17 09:32:19,"Candidate SN on top of very faint host"
Gaia16aeb,2016-02-15 22:48:02,312.30329,65.01902,17.65,,,"unknown",2016-02-17 09:29:11,"Hostless transient, candidate CV or SN"
Gaia16aea,2016-02-15 19:20:54,172.36535,-41.06812,18.08,,,"SN II",2016-02-17 09:27:47,"Candidate SN on the edge of gakaxy ESO 319- G 024"
Gaia16adz,2016-02-14 11:39:27,171.48924,-48.87985,18.32,,,"unknown",2016-02-16 10:09:34,"Candidate CV"
Gaia16ady,2016-02-14 12:56:02,26.07022,-41.89365,17.16,,,"unknown",2016-02-16 10:07:11,"Candidate SN in galaxy LCRS B014209.4-420839. GSTEC predicts SN Ia pre-peak"
Gaia16adx,2016-02-14 12:25:55,194.09998,10.27363,18.81,,,"unknown",2016-02-16 10:02:50,"Candidate SN Ia in SDSS starforming galaxy (z=0.080176)"
Gaia16adw,2016-02-14 11:02:11,277.62477,74.12186,17.41,,,"unknown",2016-02-16 09:59:13,"Candidate SN at 4 arcsec from CGCG 340-049 (z=0.024757)"
Gaia16adv,2016-02-14 01:03:41,20.49462,-34.14669,18.94,,,"unknown",2016-02-15 10:50:33,"Candidate SN, GSTEC predicts SN Ibc"
Gaia16adu,2016-02-14 01:02:06,20.94550,-35.77899,17.14,,,"unknown",2016-02-15 10:45:35,"Candidate SN, GSTEC predicts SN Ia"
Gaia16adt,2016-02-13 02:24:05,0.53879,43.38923,17.02,,,"unknown",2016-02-15 10:42:02,">2 mag brightening"
Gaia16ads,2016-02-13 12:09:48,116.59379,-77.78796,15.64,,,"unknown",2016-02-14 11:06:24,"candidate cv, also discovered as ASASSN-16bi and designated 000-BLW-019 in VSX"
Gaia16adr,2016-02-13 01:15:22,13.96985,-21.86659,18.90,,,"unknown",2016-02-14 11:00:52,"faint transient close to galaxy core"
Gaia16adq,2016-02-12 09:32:19,211.68526,71.88821,17.34,,,"SN Ia",2016-02-14 10:59:15,"candidate SN near CGCG 336-041 (spec z=0.034). GSTEC predicts SN Ia at peak z=0.045. (ASASSN-16bp classified as SN Ia)"
Gaia16adp,2016-02-12 11:48:28,197.62682,45.10119,18.63,,,"unknown",2016-02-14 10:56:02,"candidate SN in starforming galaxy (spec z=0.077)"
Gaia16ado,2016-02-12 22:20:33,194.85452,27.74009,17.44,,,"SN Ia",2016-02-14 10:50:30,"candidate SN in galaxy (spec z=0.02), GSTEC predicts SN Ia at +23 days, aka ASASSN-16bg"
Gaia16adn,2016-02-11 17:21:43,187.22624,-36.08569,18.94,,,"unknown",2016-02-13 23:08:03,""
Gaia16adm,2016-02-11 12:12:42,58.79862,-85.60406,18.84,,,"unknown",2016-02-13 23:03:42,"Transient close to bright galaxy core of 2MASX J03551105-8536144"
Gaia16adl,2016-02-11 14:29:52,5.72060,50.12554,17.72,,,"unknown",2016-02-13 23:00:12,"Candidate SN, GSTEC predicts SN IIP"
Gaia16adk,2016-02-11 11:29:12,186.86121,-44.61065,19.33,,,"unknown",2016-02-13 22:57:09,">1mag brightening"
Gaia16adj,2016-02-11 12:48:51,13.58985,-47.86297,15.17,,,"unknown",2016-02-12 10:49:30,"candidate dwarf nova with repeat outbursts (aka ASASSN 14eg)"
Gaia16adi,2016-02-10 21:46:07,191.05624,59.60280,18.38,,,"unknown",2016-02-12 10:48:25,"transient flare from star/galaxy"
Gaia16adh,2016-02-11 02:02:23,9.61270,25.15695,16.43,,,"CV",2016-02-12 10:47:18,"large (>3 mag) flare on blue star (CV?). Spectroscopically classified CV, SDSS J003827.04+250925.0"
Gaia16adg,2016-02-09 00:21:58,350.02066,-71.94338,18.51,,,"unknown",2016-02-11 18:45:18,"apparently hostless blue transient"
Gaia16adf,2016-02-09 12:03:13,240.63945,-83.23174,18.98,,,"unknown",2016-02-11 18:42:11,"transient close to core of galaxy 2MASX J16023237-8313543"
